date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:09:19	3983/3983	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:32%20GMT	https://dsathemes.com/html/shiftkey/files/images/review-author-3.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/review-author-3.jpg	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:19	4100/4100	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:36%20GMT	https://dsathemes.com/html/shiftkey/files/images/review-author-7.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/review-author-7.jpg	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:19	3422/3422	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:05%20GMT	https://dsathemes.com/html/shiftkey/files/images/brand-1.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/brand-1.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:19	77732/77732	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:18:12%20GMT	https://dsathemes.com/html/shiftkey/files/images/image-10.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/image-10.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:19	5315/5315	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:06%20GMT	https://dsathemes.com/html/shiftkey/files/images/brand-2.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/brand-2.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:20	5681/5681	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:07%20GMT	https://dsathemes.com/html/shiftkey/files/images/brand-3.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/brand-3.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:20	5189/5189	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:07%20GMT	https://dsathemes.com/html/shiftkey/files/images/brand-4.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/brand-4.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:20	8705/8705	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:08%20GMT	https://dsathemes.com/html/shiftkey/files/images/brand-5.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/brand-5.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:20	3350/3350	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:09%20GMT	https://dsathemes.com/html/shiftkey/files/images/brand-6.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/brand-6.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:21	3111/3111	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:10%20GMT	https://dsathemes.com/html/shiftkey/files/images/brand-7.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/brand-7.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:21	17104/17104	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:18:02%20GMT	https://dsathemes.com/html/shiftkey/files/images/image-02.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/image-02.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:21	4658/4658	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:23%20GMT	https://dsathemes.com/html/shiftkey/files/images/footer-logo.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/footer-logo.png	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:21	3422/3422	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:16:58%20GMT	https://dsathemes.com/html/shiftkey/files/images/assistant-avatar.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/assistant-avatar.jpg	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:22	86927/86927	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:15%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery-3.3.1.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery-3.3.1.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:22	58072/58072	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:06%20GMT	https://dsathemes.com/html/shiftkey/files/js/bootstrap.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/bootstrap.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:22	8496/8496	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:24%20GMT	https://dsathemes.com/html/shiftkey/files/js/modernizr.custom.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/modernizr.custom.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:23	8063/8063	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:18%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery.easing.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery.easing.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:23	3188/3188	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:17%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery.appear.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery.appear.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:23	12597/12597	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:21%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery.stellar.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery.stellar.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:23	1034/1034	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:20%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery.scrollto.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery.scrollto.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:23	42766/42766	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:25%20GMT	https://dsathemes.com/html/shiftkey/files/js/owl.carousel.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/owl.carousel.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:24	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:19%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery.magnific-popup.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery.magnific-popup.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:24	5594/5594	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:12%20GMT	https://dsathemes.com/html/shiftkey/files/js/imagesloaded.pkgd.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/imagesloaded.pkgd.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:24	35445/35445	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:14%20GMT	https://dsathemes.com/html/shiftkey/files/js/isotope.pkgd.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/isotope.pkgd.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:25	2170/2170	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:10%20GMT	https://dsathemes.com/html/shiftkey/files/js/hero-form.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/hero-form.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:25	1763/1763	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:27%20GMT	https://dsathemes.com/html/shiftkey/files/js/register-form.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/register-form.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:25	2255/2255	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:08%20GMT	https://dsathemes.com/html/shiftkey/files/js/contact-form.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/contact-form.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:25	2234/2234	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:26%20GMT	https://dsathemes.com/html/shiftkey/files/js/quick-form.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/quick-form.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:26	2105/2105	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:08%20GMT	https://dsathemes.com/html/shiftkey/files/js/comment-form.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/comment-form.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:26	21601/21601	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:22%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery.validate.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery.validate.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:26	2381/2381	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:16%20GMT	https://dsathemes.com/html/shiftkey/files/js/jquery.ajaxchimp.min.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/jquery.ajaxchimp.min.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:26	16406/16406	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:30%20GMT	https://dsathemes.com/html/shiftkey/files/js/wow.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/wow.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:27	11066/11066	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2027%20Jul%202019%2011:15:11%20GMT	https://dsathemes.com/html/shiftkey/files/js/custom.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/custom.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:27	134/134	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:07%20GMT	https://dsathemes.com/html/shiftkey/files/js/changer.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/changer.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:27	4946/4946	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202019%2022:22:29%20GMT	https://dsathemes.com/html/shiftkey/files/js/styleswitch.js	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/js/styleswitch.js	(from https://dsathemes.com/html/shiftkey/files/demo-1.html)
11:09:28	126346/126346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Apr%202019%2022:16:45%20GMT	https://dsathemes.com/html/shiftkey/files/fonts/Flaticon.eot	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/fonts/Flaticon.eot	(from https://dsathemes.com/html/shiftkey/files/css/flaticon.css)
11:09:29	61596/61596	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Apr%202019%2022:16:50%20GMT	https://dsathemes.com/html/shiftkey/files/fonts/Flaticon.woff	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/fonts/Flaticon.woff	(from https://dsathemes.com/html/shiftkey/files/css/flaticon.css)
11:09:29	126346/126346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Apr%202019%2022:16:45%20GMT	https://dsathemes.com/html/shiftkey/files/fonts/Flaticon.eot?	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/fonts/Flaticond41d.eot	(from https://dsathemes.com/html/shiftkey/files/css/flaticon.css)
11:09:30	692162/692162	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Apr%202019%2022:16:47%20GMT	https://dsathemes.com/html/shiftkey/files/fonts/Flaticon.svg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/fonts/Flaticon.svg	(from https://dsathemes.com/html/shiftkey/files/css/flaticon.css)
11:09:30	126168/126168	---M--	200	added ('OK')	font/ttf	date:Tue,%2030%20Apr%202019%2022:16:48%20GMT	https://dsathemes.com/html/shiftkey/files/fonts/Flaticon.ttf	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/fonts/Flaticon.ttf	(from https://dsathemes.com/html/shiftkey/files/css/flaticon.css)
11:09:30	10348/10348	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jan%202024%2010:09:30%20GMT	https://dsathemes.com/html/shiftkey/files/css/owl.video.play.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/css/owl.video.play.png	(from https://dsathemes.com/html/shiftkey/files/css/owl.carousel.min.css)
11:09:30	10986/10986	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:04%20GMT	https://dsathemes.com/html/shiftkey/files/images/bottom-clouds.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/bottom-clouds.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:31	30242/30242	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:00%20GMT	https://dsathemes.com/html/shiftkey/files/images/bg-image.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/bg-image.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:31	29578/29578	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:02%20GMT	https://dsathemes.com/html/shiftkey/files/images/blue-textured.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/blue-textured.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:31	14440/14440	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:03%20GMT	https://dsathemes.com/html/shiftkey/files/images/blue-waves.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/blue-waves.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:31	23526/23526	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:24%20GMT	https://dsathemes.com/html/shiftkey/files/images/grey-textured.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/grey-textured.png	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:31	19877/19877	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:27%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-1.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-1.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:32	10773/10773	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:42%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-2.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-2.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:32	27224/27224	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:45%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-3.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-3.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:32	3465/3465	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:44%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-3-wave.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-3-wave.png	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:32	7491/7491	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:47%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-4.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-4.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:33	52852/52852	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:51%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-6.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-6.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:33	5732/5732	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:50%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-6-wave.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-6-wave.png	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:33	2856/2856	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:53%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-7-incline.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-7-incline.png	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:33	15060/15060	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:55%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-8.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-8.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:34	28870/28870	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:58%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-9.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-9.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:34	3258/3258	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:57%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-9-wave.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-9-wave.png	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:34	8327/8327	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:29%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-10.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-10.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:34	23107/23107	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:31%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-11.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-11.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:35	8980/8980	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:33%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-12.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-12.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:35	8243/8243	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:36%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-13.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-13.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:35	11997/11997	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:36%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-14.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-14.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:35	24939/24939	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:40%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-15.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-15.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:36	5996/5996	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:39%20GMT	https://dsathemes.com/html/shiftkey/files/images/hero-15-wave.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/hero-15-wave.png	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:36	168154/168154	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:17%20GMT	https://dsathemes.com/html/shiftkey/files/images/image-15.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/image-15.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:36	20764/20764	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:38%20GMT	https://dsathemes.com/html/shiftkey/files/images/reviews-3.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/reviews-3.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:36	66880/66880	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:54%20GMT	https://dsathemes.com/html/shiftkey/files/images/video-3.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/video-3.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:37	72221/72221	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:22%20GMT	https://dsathemes.com/html/shiftkey/files/images/newsletter-1.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/newsletter-1.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:37	74787/74787	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:23%20GMT	https://dsathemes.com/html/shiftkey/files/images/newsletter-2.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/newsletter-2.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:37	12797/12797	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202019%2022:17:12%20GMT	https://dsathemes.com/html/shiftkey/files/images/contacts-2.png	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/contacts-2.png	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:37	10348/10348	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jan%202024%2010:09:37%20GMT	https://dsathemes.com/html/shiftkey/files/images/blue-socials.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/blue-socials.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:37	52276/52276	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:16:54%20GMT	https://dsathemes.com/html/shiftkey/files/images/about-page.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/about-page.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:38	52705/52705	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:01%20GMT	https://dsathemes.com/html/shiftkey/files/images/blogs-page.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/blogs-page.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:38	68990/68990	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:11%20GMT	https://dsathemes.com/html/shiftkey/files/images/clients-page.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/clients-page.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:38	90178/90178	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:14%20GMT	https://dsathemes.com/html/shiftkey/files/images/contacts-page.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/contacts-page.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:38	40637/40637	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:18:29%20GMT	https://dsathemes.com/html/shiftkey/files/images/pricing-page.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/pricing-page.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
11:09:39	77062/77062	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2022:17:20%20GMT	https://dsathemes.com/html/shiftkey/files/images/faqs-page.jpg	C:/Users/ashra/OneDrive/Bureau/websites/test/dsathemes.com/html/shiftkey/files/images/faqs-page.jpg	(from https://dsathemes.com/html/shiftkey/files/css/purple-theme.css)
